message,label
Can you send me the meeting schedule?,ham
I will arrive at the office around 9 AM.,ham
Please remember to bring the documents tomorrow.,ham
The class starts at 10 o'clock today.,ham
Thank you for helping me with my assignment.,ham
I have completed the project report.,ham
Are you free to discuss the project later?,ham
Your order has been delivered successfully.,ham
The package arrived this afternoon.,ham
Let's meet at the library after lunch.,ham
I will call you when I reach home.,ham
Happy birthday! Wishing you all the best.,ham
Please check the attached file for the details.,ham
The exam timetable has been released.,ham
Can you share the notes from yesterday's lecture?,ham
Dinner is ready. Come home when you are free.,ham
I have submitted the application form.,ham
The appointment has been confirmed for Monday.,ham
Thank you for your support and guidance.,ham
The weather looks good today.,ham
I am waiting near the main entrance.,ham
Please update me when you finish the task.,ham
Your food delivery is on the way.,ham
The meeting room has been changed to Room B.,ham
Don't forget to bring your charger.,ham
I have uploaded the presentation slides.,ham
Can we discuss the assignment requirements?,ham
The train will arrive at 6 PM.,ham
I will send the payment receipt later.,ham
The team meeting starts tomorrow morning.,ham
Please review my document when you have time.,ham
I am going to the supermarket later.,ham
The project deadline is next Friday.,ham
Thanks for sharing the information.,ham
I have received your message.,ham
Let's work together on this problem.,ham
The restaurant reservation is confirmed.,ham
Your account balance has been updated.,ham
Please contact me if you need any help.,ham
The event will begin at 7 PM.,ham
I finished my homework already.,ham
Can you explain this question to me?,ham
The classroom has moved to another location.,ham
I will bring the laptop tomorrow.,ham
The documents are ready for collection.,ham
Thank you for attending the meeting.,ham
The website update has been completed.,ham
I will check the system later.,ham
The invoice has been received.,ham
Please send the final version of the report.,ham
I am currently working on the assignment.,ham
The bus will arrive in ten minutes.,ham
Your reservation has been successfully confirmed.,ham
Let's have lunch together tomorrow.,ham
I will be unavailable this afternoon.,ham
Please remind me about the appointment.,ham
The new schedule has been shared.,ham
I have fixed the issue you reported.,ham
The presentation went well today.,ham
Can you join the online meeting tonight?,ham
I have completed the required training.,ham
The file has been saved successfully.,ham
Please check your email for the details.,ham
I will send the information soon.,ham
The teacher uploaded new materials.,ham
The payment was completed successfully.,ham
Your application is being processed.,ham
I have arrived at the location.,ham
The store opens at 9 AM.,ham
Please confirm your attendance.,ham
The team has approved the proposal.,ham
I will prepare the report by tomorrow.,ham
Thank you for your quick response.,ham
The software update is complete.,ham
I received the package safely.,ham
Let's discuss this during the meeting.,ham
Your appointment reminder has been scheduled.,ham
The library closes at 8 PM.,ham
I will help you with the project.,ham
Please bring your identification card.,ham
The event location has been updated.,ham
I have sent the required documents.,ham
The payment deadline is next week.,ham
Can you review the code changes?,ham
The problem has been solved.,ham
I will wait for your reply.,ham
The report looks good now.,ham
The customer request has been completed.,ham
Please check the attached information.,ham
I am travelling home today.,ham
The booking confirmation has arrived.,ham
The meeting has been postponed.,ham
Your subscription has been renewed successfully.,ham
I will update the team later.,ham
The delivery driver is nearby.,ham
Please let me know your decision.,ham
The assignment instructions are available online.,ham
I have received the confirmation email.,ham
The system is working normally.,ham
See you tomorrow at campus.,ham
I will send you the updated file after checking it.,ham
The meeting has been scheduled for next Tuesday.,ham
Can you help me review this document?,ham
I have arrived safely at my destination.,ham
Please remember to submit your assignment before the deadline.,ham
The lecturer uploaded the new materials today.,ham
I will join the discussion after my class ends.,ham
Your appointment reminder is scheduled for tomorrow.,ham
The package has been delivered to your address.,ham
I have completed the requested changes.,ham
Please check the latest version of the report.,ham
The team will meet online at 3 PM.,ham
I have sent the information through email.,ham
Can we discuss the project requirements tomorrow?,ham
The office will close earlier today.,ham
Your booking has been confirmed successfully.,ham
I will prepare the presentation slides tonight.,ham
Thank you for your assistance with this matter.,ham
The payment has been received successfully.,ham
Please update me when you are available.,ham
The class schedule has been updated.,ham
I will bring the documents during the meeting.,ham
The system maintenance has been completed.,ham
Can you check whether the file opens correctly?,ham
I have saved the latest changes.,ham
The event starts at 8 PM this Saturday.,ham
Please contact the support team if you need help.,ham
I will arrive around lunchtime.,ham
The project progress report is ready.,ham
Thank you for your quick reply.,ham
The customer request has been processed.,ham
I have completed my part of the assignment.,ham
Please share the meeting link with everyone.,ham
The delivery is expected tomorrow morning.,ham
I will review the document later today.,ham
Your reservation details have been updated.,ham
The classroom location has changed to Block C.,ham
I have uploaded the final presentation.,ham
Please remember our appointment tomorrow.,ham
The team has finished testing the system.,ham
I will call you after work.,ham
The report has been approved by the manager.,ham
Can you send me the latest version?,ham
The application form has been submitted.,ham
Your request has been successfully completed.,ham
I am currently working on the assigned task.,ham
The meeting notes are available now.,ham
Please check your inbox for the details.,ham
I will attend the training session tomorrow.,ham
The document has been reviewed and updated.,ham
Thank you for helping me solve the problem.,ham
The order has been packed and shipped.,ham
I will arrive at the location soon.,ham
The payment receipt has been attached.,ham
Please let me know if there are any issues.,ham
The new software version is ready to install.,ham
I have completed the required registration.,ham
The appointment has been moved to Friday.,ham
I will send the remaining information later.,ham
The team meeting has been confirmed.,ham
Your account settings have been updated successfully.,ham
Please remember to bring your student card.,ham
I have received the documents you sent.,ham
The report deadline is next Monday.,ham
I will check the results and update you.,ham
The system is running normally now.,ham
Can you join the group discussion tonight?,ham
The package will arrive within three days.,ham
I have finished preparing the materials.,ham
The schedule has been shared with the team.,ham
Please review the attached document.,ham
The service request has been completed.,ham
I will provide the details during the meeting.,ham
The payment confirmation has been received.,ham
The library book should be returned next week.,ham
I will be available after 5 PM.,ham
The project files are stored in the shared folder.,ham
Please confirm your attendance for the event.,ham
The customer information has been updated.,ham
I have completed the online form.,ham
The issue has been fixed successfully.,ham
I will send the invoice tomorrow.,ham
The presentation was completed on time.,ham
The team agreed with the proposed plan.,ham
Please check the updated schedule.,ham
I will discuss this with the team later.,ham
The order status has changed to delivered.,ham
Your request is currently being processed.,ham
I have received your payment details.,ham
The meeting minutes have been uploaded.,ham
Please wait while we process your request.,ham
The training session starts next week.,ham
I will prepare the necessary documents.,ham
The website update has been completed.,ham
Thank you for your cooperation.,ham
The appointment reminder was sent successfully.,ham
I have completed the testing phase.,ham
The final report is ready for submission.,ham
Please contact me when you arrive.,ham
The event information has been updated.,ham
I will check the system logs tomorrow.,ham
Your order confirmation has been received.,ham
"Good afternoon, I have received your message.",ham
I will update the report after reviewing the feedback.,ham
The meeting room has been reserved for tomorrow.,ham
Please send me the details when you are ready.,ham
I have completed the requested assignment.,ham
The documents are available in the shared folder.,ham
I will attend the event this weekend.,ham
Thank you for your help during the project.,ham
The payment has been successfully processed.,ham
I have checked the information and everything is correct.,ham
Please let me know your preferred schedule.,ham
The package is ready for pickup.,ham
I will submit the form before the deadline.,ham
The team has completed the discussion.,ham
Your reservation has been confirmed.,ham
I will prepare the required materials tonight.,ham
The lecturer has uploaded the new notes.,ham
Can you review my work before submission?,ham
The customer has confirmed the order.,ham
I will reply after checking the details.,ham
The office meeting starts at 2 PM.,ham
Please remember to bring your documents.,ham
I have updated the software successfully.,ham
The report has been submitted for approval.,ham
I will send the final version tomorrow.,ham
The delivery service will arrive soon.,ham
The issue has been resolved by the technical team.,ham
Please check the attached report.,ham
I have completed the database task.,ham
The appointment date has been changed.,ham
Thank you for attending the meeting today.,ham
I will share the presentation slides later.,ham
The project timeline has been updated.,ham
Your request has been approved.,ham
I have received the confirmation email.,ham
The system backup has completed successfully.,ham
Please contact me if anything changes.,ham
I will join the online class tonight.,ham
The booking information has been updated.,ham
The document review is completed.,ham
I have prepared the meeting agenda.,ham
The team will discuss the next steps tomorrow.,ham
Please check the latest announcement.,ham
I will arrive at the campus soon.,ham
The order has been delivered successfully.,ham
The invoice has been generated.,ham
I have completed the required training.,ham
The application process is finished.,ham
Please inform me when you receive the package.,ham
I will check the system performance later.,ham
The event registration is confirmed.,ham
The customer feedback has been recorded.,ham
I have sent the requested information.,ham
The class materials are ready to download.,ham
Please remember the deadline is next week.,ham
The meeting summary has been shared.,ham
I will discuss the issue with the team.,ham
The payment receipt has been saved.,ham
Your order details are available now.,ham
I have finished preparing the documents.,ham
The website content has been updated.,ham
Please review the changes when possible.,ham
I will complete the remaining tasks soon.,ham
The server maintenance has been completed.,ham
The report contains the latest information.,ham
I have received the package today.,ham
The schedule has been confirmed by everyone.,ham
Please send the updated file version.,ham
I will attend the training session tomorrow.,ham
The problem was fixed successfully.,ham
The project meeting went well today.,ham
Your account information has been updated successfully.,ham
I have completed the survey form.,ham
The library reminder has been received.,ham
Please check the new timetable.,ham
I will bring the equipment tomorrow.,ham
The application has entered the review stage.,ham
Thank you for your cooperation.,ham
The team has approved the final design.,ham
I have received the necessary approval.,ham
Please let me know your availability.,ham
The order tracking information is available.,ham
I will prepare the final presentation.,ham
The documents have been signed and submitted.,ham
The system update was successful.,ham
Please confirm your attendance tomorrow.,ham
I have reviewed the project requirements.,ham
The meeting has been moved to another time.,ham
I will provide an update later today.,ham
The payment status has been updated.,ham
Your request is being processed now.,ham
I have completed the testing process.,ham
Please check the latest version of the file.,ham
The delivery has arrived safely.,ham
I will contact you after the meeting.,ham
The report is ready for submission.,ham
Thank you for your patience and support.,ham
The task has been completed successfully.,ham
I have saved the important documents.,ham
Please inform the team about the changes.,ham
The appointment reminder has been received.,ham
I will continue working on the project tomorrow.,ham
Hello how are you today?,ham
Can we meet after class tomorrow?,ham
Please send me the assignment notes.,ham
Happy birthday! Hope you have a great day.,ham
I will call you when I arrive.,ham
Thank you for your help with the project.,ham
Your parcel will arrive this afternoon.,ham
Do not forget the team meeting at ten.,ham
Dinner is ready whenever you are home.,ham
The library book is due next Monday.,ham
See you at the coffee shop around noon.,ham
I attached the slides from yesterday's lecture.,ham
Could you review my draft before I submit it?,ham
The exam results will be posted on Friday.,ham
Mom called and said she is doing well.,ham
Let me know if you need a ride to campus.,ham
I finished the lab report and uploaded it.,ham
Are we still on for study group tonight?,ham
The weather looks nice for the weekend hike.,ham
Please confirm your attendance for the workshop.,ham
I left your textbook on the kitchen table.,ham
Thanks for covering my shift last week.,ham
The professor moved the deadline to next Wednesday.,ham
Can you pick up milk on your way home?,ham
I enjoyed our conversation at the conference.,ham
Your dentist appointment is confirmed for Tuesday at 3pm.,ham
The team approved your leave request for August.,ham
I shared the folder with you on Google Drive.,ham
Reminder: submit your timesheet by end of day.,ham
Great job on the presentation today!,ham
"""Congratulations! You won a free iPhone. Click now!""",spam
"""FREE entry in our weekly prize draw, reply WIN now.""",spam
Limited offer: claim your cash reward today!,spam
You have been selected as a lucky winner!,spam
"""Act fast and get free vouchers now!!!""",spam
Call this number to collect your prize.,spam
Exclusive deal! Buy now and save big.,spam
You won a gift card. Click here to claim.,spam
Urgent promotion: free subscription available now.,spam
Reply STOP to unsubscribe from this offer.,spam
Earn $5000/week working from home. No experience needed!,spam
Hot singles in your area want to meet you tonight.,spam
You have been pre-approved for a credit line of $10000.,spam
Last chance! 90% off designer watches today only.,spam
Your number was chosen in our monthly lottery draw.,spam
Get rich quick with this one weird trick doctors hate.,spam
Double your income in 30 days. Call now for details.,spam
Free trial of premium channels. Text YES to subscribe.,spam
You qualify for a government grant. Apply immediately!,spam
Amazing weight loss results guaranteed. Order now!,spam
Cheap meds online no prescription required.,spam
Make money fast by forwarding this to 10 friends.,spam
Your loan application has been approved. Collect funds now.,spam
Flash sale ends in one hour. Everything must go!,spam
You are our 1000000th visitor. Claim your reward!,spam
Win a luxury vacation. Enter your details to participate.,spam
Exclusive members-only discount just for you.,spam
Buy one get ten free. Limited stock available.,spam
Congratulations on your cash prize of $2500!,spam
Act now and receive a free smartphone upgrade.,spam
Special promotion: zero interest for 12 months.,spam
"""Your account is suspended. Verify at https://account-check.example""",phishing
"""Security alert: confirm your password immediately.""",phishing
"""We detected unusual login activity. Click https://secure-login.example""",phishing
Your bank needs you to verify your account now.,phishing
Update your payment details to avoid account closure.,phishing
Microsoft support: call urgently to fix your computer.,phishing
Reset your password at http://fake-reset.example immediately.,phishing
Your mailbox quota is full. Login to keep receiving email.,phishing
Verify your identity or your account will be locked.,phishing
Invoice attached. Open link to review secure document.,phishing
Your PayPal account has been limited. Sign in to restore access.,phishing
Apple ID locked due to suspicious activity. Verify now at http://apple-id-verify.example,phishing
Netflix payment failed. Update billing at https://netflix-billing.example,phishing
Your Amazon order could not be delivered. Confirm address here.,phishing
IRS notice: you owe back taxes. Pay immediately to avoid arrest.,phishing
Your package is held at customs. Pay fee at http://delivery-fee.example,phishing
WhatsApp verification code expired. Re-enter credentials at link.,phishing
Your Google account will be deleted in 24 hours unless you verify.,phishing
Chase Bank: unusual transaction detected. Confirm at secure portal.,phishing
DocuSign: you have a pending document. Review and sign now.,phishing
Your Microsoft 365 subscription expired. Renew to avoid data loss.,phishing
LinkedIn: someone viewed your profile. Login to see who.,phishing
Your crypto wallet requires immediate verification.,phishing
FedEx: delivery attempt failed. Reschedule at http://fedex-track.example,phishing
Your university email will be deactivated. Update password now.,phishing
IT department: mandatory security update. Click to install patch.,phishing
Your social security benefits are pending. Confirm identity online.,phishing
Dropbox shared file expires today. Open link before deletion.,phishing
Your Steam account has a pending trade. Authorize at login page.,phishing
Bank transfer of $4500 pending. Approve transaction to release funds.,phishing
Your insurance policy lapsed. Renew coverage at http://insure-renew.example,phishing
Adobe Creative Cloud payment declined. Update card details.,phishing
Your Zoom meeting recording is ready. Download from secure link.,phishing
Coinbase: withdraw your funds before account suspension.,phishing
Your tax refund is ready. Submit bank details to receive payment.,phishing
